date,day_of_week,month,year,day_of_month,quarter,is_ramadan,is_payday,is_navruz,transaction_volume,avg_transaction_value,region
2022-01-01,5,1,2022,1,1,0.0,0,0,1501651,15333,Samarkand
2022-01-02,6,1,2022,2,1,0.0,0,0,1378466,15609,Namangan
2022-01-03,0,1,2022,3,1,0.0,0,0,1992885,16977,Tashkent
2022-01-04,1,1,2022,4,1,0.0,0,0,1950723,13856,Tashkent
2022-01-05,2,1,2022,5,1,0.0,0,0,2002567,16871,Namangan
2022-01-06,3,1,2022,6,1,0.0,0,0,1704049,16123,Namangan
2022-01-07,4,1,2022,7,1,0.0,0,0,2090106,14891,Fergana
2022-01-08,5,1,2022,8,1,0.0,0,0,1497467,15000,Namangan
2022-01-09,6,1,2022,9,1,0.0,0,0,1573964,17205,Tashkent
2022-01-10,0,1,2022,10,1,0.0,1,0,2261211,15111,Namangan
2022-01-11,1,1,2022,11,1,0.0,0,0,1982981,14948,Tashkent
2022-01-12,2,1,2022,12,1,0.0,0,0,1855558,16784,Tashkent
2022-01-13,3,1,2022,13,1,0.0,0,0,1890457,16148,Tashkent
2022-01-14,4,1,2022,14,1,0.0,0,0,2089047,15131,Tashkent
2022-01-15,5,1,2022,15,1,0.0,0,0,1503308,16058,Tashkent
2022-01-16,6,1,2022,16,1,0.0,0,0,1529337,15067,Tashkent
2022-01-17,0,1,2022,17,1,0.0,0,0,2013142,16772,Tashkent
2022-01-18,1,1,2022,18,1,0.0,0,0,1985695,16744,Tashkent
2022-01-19,2,1,2022,19,1,0.0,0,0,1960471,16324,Samarkand
2022-01-20,3,1,2022,20,1,0.0,0,0,1978875,16191,Tashkent
2022-01-21,4,1,2022,21,1,0.0,0,0,2139726,17314,Tashkent
2022-01-22,5,1,2022,22,1,0.0,0,0,1520390,15909,Fergana
2022-01-23,6,1,2022,23,1,0.0,0,0,1537467,14967,Namangan
2022-01-24,0,1,2022,24,1,0.0,0,0,2039292,16276,Fergana
2022-01-25,1,1,2022,25,1,0.0,1,0,2495297,17588,Tashkent
2022-01-26,2,1,2022,26,1,0.0,0,0,2053456,15111,Fergana
2022-01-27,3,1,2022,27,1,0.0,0,0,2012171,15637,Tashkent
2022-01-28,4,1,2022,28,1,0.0,0,0,1873929,16263,Tashkent
2022-01-29,5,1,2022,29,1,0.0,0,0,1633158,15890,Tashkent
2022-01-30,6,1,2022,30,1,0.0,0,0,1463947,15151,Namangan
2022-01-31,0,1,2022,31,1,0.0,0,0,1992557,16838,Tashkent
2022-02-01,1,2,2022,1,1,0.0,0,0,1620895,17800,Tashkent
2022-02-02,2,2,2022,2,1,0.0,0,0,1668450,16104,Tashkent
2022-02-03,3,2,2022,3,1,0.0,0,0,1696180,15228,Namangan
2022-02-04,4,2,2022,4,1,0.0,0,0,1697126,14715,Samarkand
2022-02-05,5,2,2022,5,1,0.0,0,0,1330146,16164,Tashkent
2022-02-06,6,2,2022,6,1,0.0,0,0,1393688,16845,Samarkand
2022-02-07,0,2,2022,7,1,0.0,0,0,1710341,16345,Samarkand
2022-02-08,1,2,2022,8,1,0.0,0,0,1664874,15967,Fergana
2022-02-09,2,2,2022,9,1,0.0,0,0,1747616,15501,Tashkent
2022-02-10,3,2,2022,10,1,0.0,1,0,2152428,15102,Namangan
2022-02-11,4,2,2022,11,1,0.0,0,0,1602817,16647,Tashkent
2022-02-12,5,2,2022,12,1,0.0,0,0,1347320,16714,Fergana
2022-02-13,6,2,2022,13,1,0.0,0,0,1353932,14749,Tashkent
2022-02-14,0,2,2022,14,1,0.0,0,0,1669777,17261,Tashkent
2022-02-15,1,2,2022,15,1,0.0,0,0,1784399,16452,Tashkent
2022-02-16,2,2,2022,16,1,0.0,0,0,1682606,17116,Samarkand
2022-02-17,3,2,2022,17,1,0.0,0,0,1702715,14926,Tashkent
2022-02-18,4,2,2022,18,1,0.0,0,0,1683907,14911,Fergana
2022-02-19,5,2,2022,19,1,0.0,0,0,1324553,15888,Tashkent
2022-02-20,6,2,2022,20,1,0.0,0,0,1266758,16413,Fergana
2022-02-21,0,2,2022,21,1,0.0,0,0,1602053,17451,Namangan
2022-02-22,1,2,2022,22,1,0.0,0,0,1809938,16582,Samarkand
2022-02-23,2,2,2022,23,1,0.0,0,0,1645177,15827,Fergana
2022-02-24,3,2,2022,24,1,0.0,0,0,1636730,15203,Fergana
2022-02-25,4,2,2022,25,1,0.0,1,0,1901783,17012,Tashkent
2022-02-26,5,2,2022,26,1,0.0,0,0,1297594,15260,Namangan
2022-02-27,6,2,2022,27,1,0.0,0,0,1262226,17338,Tashkent
2022-02-28,0,2,2022,28,1,0.0,0,0,1822442,15811,Samarkand
2022-03-01,1,3,2022,1,1,0.0,0,0,2343039,17314,Fergana
2022-03-02,2,3,2022,2,1,0.0,0,0,2191944,16589,Tashkent
2022-03-03,3,3,2022,3,1,0.0,0,0,2459155,15939,Tashkent
2022-03-04,4,3,2022,4,1,0.0,0,0,2346488,15637,Samarkand
2022-03-05,5,3,2022,5,1,0.0,0,0,1739697,15783,Namangan
2022-03-06,6,3,2022,6,1,0.0,0,0,1587730,16402,Andijan
2022-03-07,0,3,2022,7,1,0.0,0,0,2471017,16125,Samarkand
2022-03-08,1,3,2022,8,1,0.0,0,0,2139588,15591,Fergana
2022-03-09,2,3,2022,9,1,0.0,0,0,2118205,15937,Andijan
2022-03-10,3,3,2022,10,1,0.0,1,0,2881872,16136,Tashkent
2022-03-11,4,3,2022,11,1,0.0,0,0,2492952,14374,Tashkent
2022-03-12,5,3,2022,12,1,0.0,0,0,1871297,16447,Fergana
2022-03-13,6,3,2022,13,1,0.0,0,0,1814654,15300,Namangan
2022-03-14,0,3,2022,14,1,0.0,0,0,2331268,15165,Namangan
2022-03-15,1,3,2022,15,1,0.0,0,0,2356830,14741,Tashkent
2022-03-16,2,3,2022,16,1,0.0,0,0,2350214,14659,Tashkent
2022-03-17,3,3,2022,17,1,0.0,0,0,2308587,15014,Tashkent
2022-03-18,4,3,2022,18,1,0.0,0,0,2294374,15534,Tashkent
2022-03-19,5,3,2022,19,1,0.0,0,0,1779233,17668,Tashkent
2022-03-20,6,3,2022,20,1,0.0,0,1,2337358,15688,Fergana
2022-03-21,0,3,2022,21,1,0.0,0,1,3057706,16254,Tashkent
2022-03-22,1,3,2022,22,1,0.0,0,1,2885462,16436,Namangan
2022-03-23,2,3,2022,23,1,0.0,0,1,3085501,16224,Tashkent
2022-03-24,3,3,2022,24,1,0.0,0,0,2205720,16061,Samarkand
2022-03-25,4,3,2022,25,1,0.0,1,0,2680368,15170,Tashkent
2022-03-26,5,3,2022,26,1,0.0,0,0,1807255,17290,Tashkent
2022-03-27,6,3,2022,27,1,0.0,0,0,1895864,17579,Tashkent
2022-03-28,0,3,2022,28,1,0.0,0,0,2389000,14790,Andijan
2022-03-29,1,3,2022,29,1,0.0,0,0,2161432,15321,Namangan
2022-03-30,2,3,2022,30,1,0.0,0,0,2216902,15920,Samarkand
2022-03-31,3,3,2022,31,1,0.0,0,0,2397175,15375,Tashkent
2022-04-01,4,4,2022,1,2,0.0,0,0,1741526,16555,Andijan
2022-04-02,5,4,2022,2,2,1.0,0,0,1234151,15571,Tashkent
2022-04-03,6,4,2022,3,2,1.0,0,0,1273824,17890,Tashkent
2022-04-04,0,4,2022,4,2,1.0,0,0,1537361,17113,Samarkand
2022-04-05,1,4,2022,5,2,1.0,0,0,1607415,16335,Andijan
2022-04-06,2,4,2022,6,2,1.0,0,0,1516543,16990,Tashkent
2022-04-07,3,4,2022,7,2,1.0,0,0,1564822,17056,Tashkent
2022-04-08,4,4,2022,8,2,1.0,0,0,1625282,15724,Andijan
2022-04-09,5,4,2022,9,2,1.0,0,0,1172947,15526,Tashkent
2022-04-10,6,4,2022,10,2,1.0,1,0,1556634,16245,Tashkent
2022-04-11,0,4,2022,11,2,1.0,0,0,1607588,16875,Samarkand
2022-04-12,1,4,2022,12,2,1.0,0,0,1645806,16300,Namangan
2022-04-13,2,4,2022,13,2,1.0,0,0,1626024,14931,Samarkand
2022-04-14,3,4,2022,14,2,1.0,0,0,1700972,15554,Andijan
2022-04-15,4,4,2022,15,2,1.0,0,0,1622418,16140,Fergana
2022-04-16,5,4,2022,16,2,1.0,0,0,1238603,16142,Tashkent
2022-04-17,6,4,2022,17,2,1.0,0,0,1267491,17785,Andijan
2022-04-18,0,4,2022,18,2,1.0,0,0,1653626,15101,Tashkent
2022-04-19,1,4,2022,19,2,1.0,0,0,1622996,16618,Tashkent
2022-04-20,2,4,2022,20,2,1.0,0,0,1623839,17408,Samarkand
2022-04-21,3,4,2022,21,2,1.0,0,0,1577024,18038,Tashkent
2022-04-22,4,4,2022,22,2,1.0,0,0,1580904,15900,Tashkent
2022-04-23,5,4,2022,23,2,1.0,0,0,1196643,16621,Tashkent
2022-04-24,6,4,2022,24,2,1.0,0,0,1357646,16687,Tashkent
2022-04-25,0,4,2022,25,2,1.0,1,0,1887469,16391,Namangan
2022-04-26,1,4,2022,26,2,1.0,0,0,1584333,16159,Samarkand
2022-04-27,2,4,2022,27,2,1.0,0,0,1584017,16590,Andijan
2022-04-28,3,4,2022,28,2,1.0,0,0,1690699,14219,Tashkent
2022-04-29,4,4,2022,29,2,1.0,0,0,1614383,16794,Tashkent
2022-04-30,5,4,2022,30,2,1.0,0,0,1338988,16353,Tashkent
2022-05-01,6,5,2022,1,2,1.0,0,0,1292729,16078,Tashkent
2022-05-02,0,5,2022,2,2,1.0,0,0,1723702,17896,Tashkent
2022-05-03,1,5,2022,3,2,0.0,0,0,1873999,15723,Fergana
2022-05-04,2,5,2022,4,2,0.0,0,0,2106931,15944,Andijan
2022-05-05,3,5,2022,5,2,0.0,0,0,1849824,17863,Andijan
2022-05-06,4,5,2022,6,2,0.0,0,0,1967820,15607,Tashkent
2022-05-07,5,5,2022,7,2,0.0,0,0,1555868,15836,Namangan
2022-05-08,6,5,2022,8,2,0.0,0,0,1543828,16162,Tashkent
2022-05-09,0,5,2022,9,2,0.0,0,0,1934252,16956,Tashkent
2022-05-10,1,5,2022,10,2,0.0,1,0,2367073,16453,Namangan
2022-05-11,2,5,2022,11,2,0.0,0,0,1955431,15256,Samarkand
2022-05-12,3,5,2022,12,2,0.0,0,0,1942183,15868,Tashkent
2022-05-13,4,5,2022,13,2,0.0,0,0,2030720,15812,Tashkent
2022-05-14,5,5,2022,14,2,0.0,0,0,1661426,16239,Tashkent
2022-05-15,6,5,2022,15,2,0.0,0,0,1493685,16645,Fergana
2022-05-16,0,5,2022,16,2,0.0,0,0,1852914,16643,Samarkand
2022-05-17,1,5,2022,17,2,0.0,0,0,1955063,14891,Andijan
2022-05-18,2,5,2022,18,2,0.0,0,0,2166286,17166,Tashkent
2022-05-19,3,5,2022,19,2,0.0,0,0,1902150,16521,Tashkent
2022-05-20,4,5,2022,20,2,0.0,0,0,2095966,17430,Samarkand
2022-05-21,5,5,2022,21,2,0.0,0,0,1638614,16681,Samarkand
2022-05-22,6,5,2022,22,2,0.0,0,0,1502839,17210,Tashkent
2022-05-23,0,5,2022,23,2,0.0,0,0,2016905,16706,Fergana
2022-05-24,1,5,2022,24,2,0.0,0,0,2102258,17413,Namangan
2022-05-25,2,5,2022,25,2,0.0,1,0,2373414,16757,Andijan
2022-05-26,3,5,2022,26,2,0.0,0,0,1960958,16265,Namangan
2022-05-27,4,5,2022,27,2,0.0,0,0,1932699,18164,Namangan
2022-05-28,5,5,2022,28,2,0.0,0,0,1482028,17061,Samarkand
2022-05-29,6,5,2022,29,2,0.0,0,0,1505890,16812,Namangan
2022-05-30,0,5,2022,30,2,0.0,0,0,1886670,15336,Tashkent
2022-05-31,1,5,2022,31,2,0.0,0,0,1988185,15330,Tashkent
2022-06-01,2,6,2022,1,2,0.0,0,0,1831554,16598,Tashkent
2022-06-02,3,6,2022,2,2,0.0,0,0,1909050,16484,Samarkand
2022-06-03,4,6,2022,3,2,0.0,0,0,1775161,15880,Tashkent
2022-06-04,5,6,2022,4,2,0.0,0,0,1497332,16487,Andijan
2022-06-05,6,6,2022,5,2,0.0,0,0,1528343,17649,Tashkent
2022-06-06,0,6,2022,6,2,0.0,0,0,1746456,16938,Tashkent
2022-06-07,1,6,2022,7,2,0.0,0,0,1927838,15472,Samarkand
2022-06-08,2,6,2022,8,2,0.0,0,0,1994388,16299,Tashkent
2022-06-09,3,6,2022,9,2,0.0,0,0,1810590,15748,Tashkent
2022-06-10,4,6,2022,10,2,0.0,1,0,2478637,16085,Tashkent
2022-06-11,5,6,2022,11,2,0.0,0,0,1511509,16068,Samarkand
2022-06-12,6,6,2022,12,2,0.0,0,0,1445898,16020,Tashkent
2022-06-13,0,6,2022,13,2,0.0,0,0,1904872,15402,Fergana
2022-06-14,1,6,2022,14,2,0.0,0,0,1953427,16307,Fergana
2022-06-15,2,6,2022,15,2,0.0,0,0,1918193,15965,Tashkent
2022-06-16,3,6,2022,16,2,0.0,0,0,1955252,14073,Tashkent
2022-06-17,4,6,2022,17,2,0.0,0,0,1845086,18062,Tashkent
2022-06-18,5,6,2022,18,2,0.0,0,0,1505595,17295,Fergana
2022-06-19,6,6,2022,19,2,0.0,0,0,1412097,16126,Tashkent
2022-06-20,0,6,2022,20,2,0.0,0,0,1911979,16446,Tashkent
2022-06-21,1,6,2022,21,2,0.0,0,0,1852659,15497,Fergana
2022-06-22,2,6,2022,22,2,0.0,0,0,1867191,17794,Samarkand
2022-06-23,3,6,2022,23,2,0.0,0,0,2020628,17959,Tashkent
2022-06-24,4,6,2022,24,2,0.0,0,0,2011186,16570,Tashkent
2022-06-25,5,6,2022,25,2,0.0,1,0,1880073,17267,Andijan
2022-06-26,6,6,2022,26,2,0.0,0,0,1439881,16592,Namangan
2022-06-27,0,6,2022,27,2,0.0,0,0,1907533,15386,Fergana
2022-06-28,1,6,2022,28,2,0.0,0,0,2027455,16129,Samarkand
2022-06-29,2,6,2022,29,2,0.0,0,0,1946243,16568,Samarkand
2022-06-30,3,6,2022,30,2,0.0,0,0,2116612,16102,Andijan
2022-07-01,4,7,2022,1,3,0.0,0,0,1948764,16294,Andijan
2022-07-02,5,7,2022,2,3,0.0,0,0,1509270,16399,Tashkent
2022-07-03,6,7,2022,3,3,0.0,0,0,1480503,16411,Namangan
2022-07-04,0,7,2022,4,3,0.0,0,0,1933753,16521,Tashkent
2022-07-05,1,7,2022,5,3,0.0,0,0,1913373,15635,Tashkent
2022-07-06,2,7,2022,6,3,0.0,0,0,1981325,15913,Fergana
2022-07-07,3,7,2022,7,3,0.0,0,0,2002185,15462,Tashkent
2022-07-08,4,7,2022,8,3,0.0,0,0,1869350,17276,Andijan
2022-07-09,5,7,2022,9,3,0.0,0,0,1426472,14812,Tashkent
2022-07-10,6,7,2022,10,3,0.0,1,0,1704615,17423,Samarkand
2022-07-11,0,7,2022,11,3,0.0,0,0,1974275,17613,Andijan
2022-07-12,1,7,2022,12,3,0.0,0,0,1851131,16266,Andijan
2022-07-13,2,7,2022,13,3,0.0,0,0,1771336,14428,Tashkent
2022-07-14,3,7,2022,14,3,0.0,0,0,1970050,16225,Tashkent
2022-07-15,4,7,2022,15,3,0.0,0,0,2135158,16467,Samarkand
2022-07-16,5,7,2022,16,3,0.0,0,0,1515326,15713,Tashkent
2022-07-17,6,7,2022,17,3,0.0,0,0,1567862,16113,Andijan
2022-07-18,0,7,2022,18,3,0.0,0,0,1952876,17753,Andijan
2022-07-19,1,7,2022,19,3,0.0,0,0,1940454,17064,Tashkent
2022-07-20,2,7,2022,20,3,0.0,0,0,2021498,15796,Tashkent
2022-07-21,3,7,2022,21,3,0.0,0,0,1928816,15261,Tashkent
2022-07-22,4,7,2022,22,3,0.0,0,0,1974024,16281,Andijan
2022-07-23,5,7,2022,23,3,0.0,0,0,1544360,16375,Tashkent
2022-07-24,6,7,2022,24,3,0.0,0,0,1485255,16946,Tashkent
2022-07-25,0,7,2022,25,3,0.0,1,0,2483703,16125,Tashkent
2022-07-26,1,7,2022,26,3,0.0,0,0,1946070,16966,Samarkand
2022-07-27,2,7,2022,27,3,0.0,0,0,1902158,18108,Tashkent
2022-07-28,3,7,2022,28,3,0.0,0,0,2005250,17216,Tashkent
2022-07-29,4,7,2022,29,3,0.0,0,0,1894178,16529,Andijan
2022-07-30,5,7,2022,30,3,0.0,0,0,1535568,16424,Andijan
2022-07-31,6,7,2022,31,3,0.0,0,0,1534583,16289,Fergana
2022-08-01,0,8,2022,1,3,0.0,0,0,2141007,17522,Tashkent
2022-08-02,1,8,2022,2,3,0.0,0,0,2092620,16079,Tashkent
2022-08-03,2,8,2022,3,3,0.0,0,0,2053315,16621,Samarkand
2022-08-04,3,8,2022,4,3,0.0,0,0,2124410,16629,Tashkent
2022-08-05,4,8,2022,5,3,0.0,0,0,2173360,16190,Andijan
2022-08-06,5,8,2022,6,3,0.0,0,0,1643146,15497,Samarkand
2022-08-07,6,8,2022,7,3,0.0,0,0,1609317,16857,Tashkent
2022-08-08,0,8,2022,8,3,0.0,0,0,1955815,16553,Andijan
2022-08-09,1,8,2022,9,3,0.0,0,0,1977866,17006,Andijan
2022-08-10,2,8,2022,10,3,0.0,1,0,2491722,16182,Tashkent
2022-08-11,3,8,2022,11,3,0.0,0,0,2018944,17589,Samarkand
2022-08-12,4,8,2022,12,3,0.0,0,0,2055667,15915,Tashkent
2022-08-13,5,8,2022,13,3,0.0,0,0,1620540,17989,Tashkent
2022-08-14,6,8,2022,14,3,0.0,0,0,1652538,15225,Tashkent
2022-08-15,0,8,2022,15,3,0.0,0,0,2070589,16974,Samarkand
2022-08-16,1,8,2022,16,3,0.0,0,0,2118653,17010,Andijan
2022-08-17,2,8,2022,17,3,0.0,0,0,2085342,15997,Samarkand
2022-08-18,3,8,2022,18,3,0.0,0,0,1917250,16977,Tashkent
2022-08-19,4,8,2022,19,3,0.0,0,0,2005232,17664,Samarkand
2022-08-20,5,8,2022,20,3,0.0,0,0,1617150,14871,Tashkent
2022-08-21,6,8,2022,21,3,0.0,0,0,1549137,17050,Namangan
2022-08-22,0,8,2022,22,3,0.0,0,0,2138963,14656,Tashkent
2022-08-23,1,8,2022,23,3,0.0,0,0,2218621,15882,Tashkent
2022-08-24,2,8,2022,24,3,0.0,0,0,2194396,17961,Tashkent
2022-08-25,3,8,2022,25,3,0.0,1,0,2533074,16196,Fergana
2022-08-26,4,8,2022,26,3,0.0,0,0,2220930,15726,Tashkent
2022-08-27,5,8,2022,27,3,0.0,0,0,1645962,16510,Fergana
2022-08-28,6,8,2022,28,3,0.0,0,0,1615542,18326,Tashkent
2022-08-29,0,8,2022,29,3,0.0,0,0,2049744,15210,Tashkent
2022-08-30,1,8,2022,30,3,0.0,0,0,2077644,15838,Samarkand
2022-08-31,2,8,2022,31,3,0.0,0,0,2072195,17880,Andijan
2022-09-01,3,9,2022,1,3,0.0,0,0,2227079,18172,Andijan
2022-09-02,4,9,2022,2,3,0.0,0,0,2228101,16607,Tashkent
2022-09-03,5,9,2022,3,3,0.0,0,0,1728507,15702,Tashkent
2022-09-04,6,9,2022,4,3,0.0,0,0,1759998,18373,Tashkent
2022-09-05,0,9,2022,5,3,0.0,0,0,2325241,17976,Samarkand
2022-09-06,1,9,2022,6,3,0.0,0,0,2305796,17247,Samarkand
2022-09-07,2,9,2022,7,3,0.0,0,0,2091255,16057,Andijan
2022-09-08,3,9,2022,8,3,0.0,0,0,1997882,16671,Andijan
2022-09-09,4,9,2022,9,3,0.0,0,0,2310326,16586,Tashkent
2022-09-10,5,9,2022,10,3,0.0,1,0,2005133,16982,Samarkand
2022-09-11,6,9,2022,11,3,0.0,0,0,1724444,17882,Namangan
2022-09-12,0,9,2022,12,3,0.0,0,0,2128276,17428,Namangan
2022-09-13,1,9,2022,13,3,0.0,0,0,2073605,15866,Tashkent
2022-09-14,2,9,2022,14,3,0.0,0,0,2285020,17833,Tashkent
2022-09-15,3,9,2022,15,3,0.0,0,0,2306455,16986,Tashkent
2022-09-16,4,9,2022,16,3,0.0,0,0,2188720,17288,Tashkent
2022-09-17,5,9,2022,17,3,0.0,0,0,1567718,17915,Tashkent
2022-09-18,6,9,2022,18,3,0.0,0,0,1712225,15856,Tashkent
2022-09-19,0,9,2022,19,3,0.0,0,0,2281306,16720,Samarkand
2022-09-20,1,9,2022,20,3,0.0,0,0,2115030,16327,Tashkent
2022-09-21,2,9,2022,21,3,0.0,0,0,2266428,15502,Tashkent
2022-09-22,3,9,2022,22,3,0.0,0,0,2250460,17037,Tashkent
2022-09-23,4,9,2022,23,3,0.0,0,0,2305977,18772,Namangan
2022-09-24,5,9,2022,24,3,0.0,0,0,1767839,15294,Namangan
2022-09-25,6,9,2022,25,3,0.0,1,0,2064703,16744,Samarkand
2022-09-26,0,9,2022,26,3,0.0,0,0,2367655,17286,Tashkent
2022-09-27,1,9,2022,27,3,0.0,0,0,2247090,16875,Andijan
2022-09-28,2,9,2022,28,3,0.0,0,0,2260881,16690,Tashkent
2022-09-29,3,9,2022,29,3,0.0,0,0,2180713,15745,Tashkent
2022-09-30,4,9,2022,30,3,0.0,0,0,2227004,16974,Tashkent
2022-10-01,5,10,2022,1,4,0.0,0,0,1756061,16186,Tashkent
2022-10-02,6,10,2022,2,4,0.0,0,0,1809436,15043,Tashkent
2022-10-03,0,10,2022,3,4,0.0,0,0,2498010,17754,Andijan
2022-10-04,1,10,2022,4,4,0.0,0,0,2211518,17568,Samarkand
2022-10-05,2,10,2022,5,4,0.0,0,0,2190760,16846,Tashkent
2022-10-06,3,10,2022,6,4,0.0,0,0,2481836,16992,Andijan
2022-10-07,4,10,2022,7,4,0.0,0,0,2326256,17671,Tashkent
2022-10-08,5,10,2022,8,4,0.0,0,0,1782344,16995,Tashkent
2022-10-09,6,10,2022,9,4,0.0,0,0,1909156,17542,Samarkand
2022-10-10,0,10,2022,10,4,0.0,1,0,2799795,16585,Samarkand
2022-10-11,1,10,2022,11,4,0.0,0,0,2525816,17876,Tashkent
2022-10-12,2,10,2022,12,4,0.0,0,0,2419774,17086,Tashkent
2022-10-13,3,10,2022,13,4,0.0,0,0,2311875,16988,Samarkand
2022-10-14,4,10,2022,14,4,0.0,0,0,2563539,15820,Fergana
2022-10-15,5,10,2022,15,4,0.0,0,0,1797649,17070,Samarkand
2022-10-16,6,10,2022,16,4,0.0,0,0,1898585,16178,Tashkent
2022-10-17,0,10,2022,17,4,0.0,0,0,2394247,16336,Tashkent
2022-10-18,1,10,2022,18,4,0.0,0,0,2491233,16198,Tashkent
2022-10-19,2,10,2022,19,4,0.0,0,0,2517977,16001,Tashkent
2022-10-20,3,10,2022,20,4,0.0,0,0,2375000,18557,Andijan
2022-10-21,4,10,2022,21,4,0.0,0,0,2302437,17926,Samarkand
2022-10-22,5,10,2022,22,4,0.0,0,0,1887378,18401,Tashkent
2022-10-23,6,10,2022,23,4,0.0,0,0,1804573,15890,Fergana
2022-10-24,0,10,2022,24,4,0.0,0,0,2571720,16929,Samarkand
2022-10-25,1,10,2022,25,4,0.0,1,0,2921992,15840,Tashkent
2022-10-26,2,10,2022,26,4,0.0,0,0,2349253,16322,Namangan
2022-10-27,3,10,2022,27,4,0.0,0,0,2403746,16147,Namangan
2022-10-28,4,10,2022,28,4,0.0,0,0,2259463,17877,Fergana
2022-10-29,5,10,2022,29,4,0.0,0,0,1791883,16572,Tashkent
2022-10-30,6,10,2022,30,4,0.0,0,0,1955520,17747,Samarkand
2022-10-31,0,10,2022,31,4,0.0,0,0,2331335,17379,Fergana
2022-11-01,1,11,2022,1,4,0.0,0,0,2338451,18742,Tashkent
2022-11-02,2,11,2022,2,4,0.0,0,0,2495169,15719,Tashkent
2022-11-03,3,11,2022,3,4,0.0,0,0,2560763,17914,Namangan
2022-11-04,4,11,2022,4,4,0.0,0,0,2517257,17827,Tashkent
2022-11-05,5,11,2022,5,4,0.0,0,0,1986302,16135,Fergana
2022-11-06,6,11,2022,6,4,0.0,0,0,1853946,17723,Samarkand
2022-11-07,0,11,2022,7,4,0.0,0,0,2313621,17189,Tashkent
2022-11-08,1,11,2022,8,4,0.0,0,0,2602667,16742,Tashkent
2022-11-09,2,11,2022,9,4,0.0,0,0,2425593,16268,Namangan
2022-11-10,3,11,2022,10,4,0.0,1,0,2970363,16356,Tashkent
2022-11-11,4,11,2022,11,4,0.0,0,0,2592265,18574,Samarkand
2022-11-12,5,11,2022,12,4,0.0,0,0,1964350,16939,Fergana
2022-11-13,6,11,2022,13,4,0.0,0,0,1958301,17567,Fergana
2022-11-14,0,11,2022,14,4,0.0,0,0,2681486,16312,Andijan
2022-11-15,1,11,2022,15,4,0.0,0,0,2406298,16325,Samarkand
2022-11-16,2,11,2022,16,4,0.0,0,0,2563719,17818,Tashkent
2022-11-17,3,11,2022,17,4,0.0,0,0,2479719,15876,Andijan
2022-11-18,4,11,2022,18,4,0.0,0,0,2502784,16627,Samarkand
2022-11-19,5,11,2022,19,4,0.0,0,0,2051248,16990,Tashkent
2022-11-20,6,11,2022,20,4,0.0,0,0,1974008,17055,Tashkent
2022-11-21,0,11,2022,21,4,0.0,0,0,2535956,16826,Namangan
2022-11-22,1,11,2022,22,4,0.0,0,0,2591205,17290,Tashkent
2022-11-23,2,11,2022,23,4,0.0,0,0,2450425,17531,Fergana
2022-11-24,3,11,2022,24,4,0.0,0,0,2405295,17568,Samarkand
2022-11-25,4,11,2022,25,4,0.0,1,0,2911963,16195,Tashkent
2022-11-26,5,11,2022,26,4,0.0,0,0,1791648,16760,Samarkand
2022-11-27,6,11,2022,27,4,0.0,0,0,2106329,17946,Tashkent
2022-11-28,0,11,2022,28,4,0.0,0,0,2387116,17710,Tashkent
2022-11-29,1,11,2022,29,4,0.0,0,0,2477321,15899,Samarkand
2022-11-30,2,11,2022,30,4,0.0,0,0,2473868,17282,Tashkent
2022-12-01,3,12,2022,1,4,0.0,0,0,2718806,15422,Fergana
2022-12-02,4,12,2022,2,4,0.0,0,0,2775775,17046,Namangan
2022-12-03,5,12,2022,3,4,0.0,0,0,2170701,18530,Fergana
2022-12-04,6,12,2022,4,4,0.0,0,0,2051274,16257,Tashkent
2022-12-05,0,12,2022,5,4,0.0,0,0,2676913,16351,Tashkent
2022-12-06,1,12,2022,6,4,0.0,0,0,2727707,17633,Samarkand
2022-12-07,2,12,2022,7,4,0.0,0,0,2672660,15791,Andijan
2022-12-08,3,12,2022,8,4,0.0,0,0,2875519,16523,Namangan
2022-12-09,4,12,2022,9,4,0.0,0,0,2757213,17510,Namangan
2022-12-10,5,12,2022,10,4,0.0,1,0,2651121,16529,Tashkent
2022-12-11,6,12,2022,11,4,0.0,0,0,2168813,16851,Tashkent
2022-12-12,0,12,2022,12,4,0.0,0,0,2838263,17638,Samarkand
2022-12-13,1,12,2022,13,4,0.0,0,0,2732963,17384,Tashkent
2022-12-14,2,12,2022,14,4,0.0,0,0,2574755,17263,Tashkent
2022-12-15,3,12,2022,15,4,0.0,0,0,2761386,16782,Andijan
2022-12-16,4,12,2022,16,4,0.0,0,0,2649370,17353,Tashkent
2022-12-17,5,12,2022,17,4,0.0,0,0,2078692,16962,Tashkent
2022-12-18,6,12,2022,18,4,0.0,0,0,2175251,17430,Tashkent
2022-12-19,0,12,2022,19,4,0.0,0,0,2862271,16670,Andijan
2022-12-20,1,12,2022,20,4,0.0,0,0,2731831,16925,Samarkand
2022-12-21,2,12,2022,21,4,0.0,0,0,2765577,16283,Fergana
2022-12-22,3,12,2022,22,4,0.0,0,0,2920318,17050,Andijan
2022-12-23,4,12,2022,23,4,0.0,0,0,2762831,16433,Tashkent
2022-12-24,5,12,2022,24,4,0.0,0,0,2358583,16194,Samarkand
2022-12-25,6,12,2022,25,4,0.0,1,0,2667467,17295,Tashkent
2022-12-26,0,12,2022,26,4,0.0,0,0,2550241,17262,Tashkent
