date,day_of_week,month,year,day_of_month,quarter,is_ramadan,is_payday,is_navruz,transaction_volume,avg_transaction_value,region,usd_uzs_rate,usd_uzs_rate_lag7,usd_uzs_rate_change
2021-02-23,1,2,2021,23,1,0.0,0,0,1276610,15754,Tashkent,10549.65,10540.09,0.000907
2021-02-24,2,2,2021,24,1,0.0,0,0,1303739,14070,Fergana,10542.46,10527.18,0.001451
2021-02-25,3,2,2021,25,1,0.0,1,0,1576847,15185,Samarkand,10554.34,10521.48,0.003123
2021-02-26,4,2,2021,26,1,0.0,0,0,1274832,14914,Samarkand,10538.53,10514.58,0.002278
2021-02-27,5,2,2021,27,1,0.0,0,0,974522,14969,Tashkent,10538.53,10514.58,0.002278
2021-02-28,6,2,2021,28,1,0.0,0,0,913113,15779,Fergana,10538.53,10514.58,0.002278
2021-03-01,0,3,2021,1,1,0.0,0,0,1679741,15350,Tashkent,10525.5,10532.27,-0.000643
2021-03-02,1,3,2021,2,1,0.0,0,0,1666497,14999,Tashkent,10517.12,10549.65,-0.003084
2021-03-03,2,3,2021,3,1,0.0,0,0,1672142,13448,Samarkand,10500.03,10542.46,-0.004025
2021-03-04,3,3,2021,4,1,0.0,0,0,1571028,14007,Tashkent,10487.54,10554.34,-0.006329
2021-03-05,4,3,2021,5,1,0.0,0,0,1585335,14680,Tashkent,10477.86,10538.53,-0.005757
2021-03-06,5,3,2021,6,1,0.0,0,0,1348041,14857,Samarkand,10477.86,10538.53,-0.005757
2021-03-07,6,3,2021,7,1,0.0,0,0,1292600,13881,Fergana,10477.86,10538.53,-0.005757
2021-03-08,0,3,2021,8,1,0.0,0,0,1706502,16718,Namangan,10477.86,10525.5,-0.004526
2021-03-09,1,3,2021,9,1,0.0,0,0,1664513,16006,Tashkent,10490.65,10517.12,-0.002517
2021-03-10,2,3,2021,10,1,0.0,1,0,2032550,15278,Tashkent,10497.47,10500.03,-0.000244
2021-03-11,3,3,2021,11,1,0.0,0,0,1727966,14857,Tashkent,10503.92,10487.54,0.001562
2021-03-12,4,3,2021,12,1,0.0,0,0,1632468,14633,Andijan,10513.56,10477.86,0.003407
2021-03-13,5,3,2021,13,1,0.0,0,0,1306271,14045,Samarkand,10513.56,10477.86,0.003407
2021-03-14,6,3,2021,14,1,0.0,0,0,1278292,14872,Fergana,10513.56,10477.86,0.003407
2021-03-15,0,3,2021,15,1,0.0,0,0,1642087,15020,Tashkent,10518.91,10477.86,0.003918
2021-03-16,1,3,2021,16,1,0.0,0,0,1651868,13824,Samarkand,10528.59,10490.65,0.003617
2021-03-17,2,3,2021,17,1,0.0,0,0,1688848,15088,Tashkent,10536.0,10497.47,0.00367
2021-03-18,3,3,2021,18,1,0.0,0,0,1643314,14700,Samarkand,10523.63,10503.92,0.001876
2021-03-19,4,3,2021,19,1,0.0,0,0,1761050,13301,Andijan,10513.97,10513.56,3.9e-05
2021-03-20,5,3,2021,20,1,0.0,0,1,1703958,14143,Andijan,10513.97,10513.56,3.9e-05
2021-03-21,6,3,2021,21,1,0.0,0,1,1755478,14504,Samarkand,10513.97,10513.56,3.9e-05
2021-03-22,0,3,2021,22,1,0.0,0,1,2229572,16348,Samarkand,10513.97,10518.91,-0.00047
2021-03-23,1,3,2021,23,1,0.0,0,1,2402888,15287,Andijan,10505.92,10528.59,-0.002153
2021-03-24,2,3,2021,24,1,0.0,0,0,1697204,13777,Fergana,10496.2,10536.0,-0.003778
2021-03-25,3,3,2021,25,1,0.0,1,0,2141050,15237,Tashkent,10507.68,10523.63,-0.001516
2021-03-26,4,3,2021,26,1,0.0,0,0,1586594,13614,Samarkand,10490.34,10513.97,-0.002247
2021-03-27,5,3,2021,27,1,0.0,0,0,1330912,15722,Tashkent,10510.0,10513.97,-0.000378
2021-03-28,6,3,2021,28,1,0.0,0,0,1364866,14482,Samarkand,10510.0,10513.97,-0.000378
2021-03-29,0,3,2021,29,1,0.0,0,0,1696702,14788,Samarkand,10502.0,10513.97,-0.001138
2021-03-30,1,3,2021,30,1,0.0,0,0,1764711,15927,Samarkand,10486.46,10505.92,-0.001852
2021-03-31,2,3,2021,31,1,0.0,0,0,1658962,13840,Tashkent,10474.98,10496.2,-0.002022
2021-04-01,3,4,2021,1,2,0.0,0,0,1404170,13755,Tashkent,10485.66,10507.68,-0.002096
2021-04-02,4,4,2021,2,2,0.0,0,0,1452701,14410,Samarkand,10472.51,10490.34,-0.0017
2021-04-03,5,4,2021,3,2,0.0,0,0,1023495,15711,Namangan,10472.51,10510.0,-0.003567
2021-04-04,6,4,2021,4,2,0.0,0,0,1020928,13668,Fergana,10472.51,10510.0,-0.003567
2021-04-05,0,4,2021,5,2,0.0,0,0,1411302,12621,Tashkent,10472.67,10502.0,-0.002793
2021-04-06,1,4,2021,6,2,0.0,0,0,1419240,14530,Andijan,10482.97,10486.46,-0.000333
2021-04-07,2,4,2021,7,2,0.0,0,0,1308090,15335,Andijan,10468.06,10474.98,-0.000661
2021-04-08,3,4,2021,8,2,0.0,0,0,1314694,15858,Tashkent,10479.24,10485.66,-0.000612
2021-04-09,4,4,2021,9,2,0.0,0,0,1323221,14530,Tashkent,10473.07,10472.51,5.3e-05
2021-04-10,5,4,2021,10,2,0.0,1,0,1206068,14575,Fergana,10473.07,10472.51,5.3e-05
2021-04-11,6,4,2021,11,2,0.0,0,0,1007231,15831,Namangan,10473.07,10472.51,5.3e-05
2021-04-12,0,4,2021,12,2,1.0,0,0,1133292,13416,Andijan,10477.92,10472.67,0.000501
2021-04-13,1,4,2021,13,2,1.0,0,0,1145427,14604,Namangan,10475.41,10482.97,-0.000721
2021-04-14,2,4,2021,14,2,1.0,0,0,1181084,15071,Samarkand,10492.36,10468.06,0.002321
2021-04-15,3,4,2021,15,2,1.0,0,0,1194820,15281,Samarkand,10496.99,10479.24,0.001694
2021-04-16,4,4,2021,16,2,1.0,0,0,1258215,14518,Tashkent,10507.46,10473.07,0.003284
2021-04-17,5,4,2021,17,2,1.0,0,0,887946,14957,Tashkent,10507.46,10473.07,0.003284
2021-04-18,6,4,2021,18,2,1.0,0,0,962113,12942,Samarkand,10507.46,10473.07,0.003284
2021-04-19,0,4,2021,19,2,1.0,0,0,1177595,14409,Samarkand,10512.18,10477.92,0.00327
2021-04-20,1,4,2021,20,2,1.0,0,0,1186420,15302,Samarkand,10525.64,10475.41,0.004795
2021-04-21,2,4,2021,21,2,1.0,0,0,1221899,14157,Fergana,10537.76,10492.36,0.004327
2021-04-22,3,4,2021,22,2,1.0,0,0,1137317,14994,Tashkent,10552.01,10496.99,0.005242
2021-04-23,4,4,2021,23,2,1.0,0,0,1210038,15307,Samarkand,10535.24,10507.46,0.002644
2021-04-24,5,4,2021,24,2,1.0,0,0,936595,14679,Tashkent,10535.24,10507.46,0.002644
2021-04-25,6,4,2021,25,2,1.0,1,0,1158432,15093,Tashkent,10535.24,10507.46,0.002644
2021-04-26,0,4,2021,26,2,1.0,0,0,1208671,14190,Fergana,10539.52,10512.18,0.002601
2021-04-27,1,4,2021,27,2,1.0,0,0,1313315,14799,Fergana,10548.18,10525.64,0.002141
2021-04-28,2,4,2021,28,2,1.0,0,0,1166351,15456,Andijan,10529.51,10537.76,-0.000783
2021-04-29,3,4,2021,29,2,1.0,0,0,1172458,15097,Tashkent,10515.04,10552.01,-0.003504
2021-04-30,4,4,2021,30,2,1.0,0,0,1169036,14505,Samarkand,10509.11,10535.24,-0.00248
2021-05-01,5,5,2021,1,2,1.0,0,0,952510,15157,Tashkent,10509.11,10535.24,-0.00248
2021-05-02,6,5,2021,2,2,1.0,0,0,950125,15553,Tashkent,10509.11,10535.24,-0.00248
2021-05-03,0,5,2021,3,2,1.0,0,0,1310542,13345,Namangan,10523.0,10539.52,-0.001567
2021-05-04,1,5,2021,4,2,1.0,0,0,1323250,15916,Fergana,10522.5,10548.18,-0.002435
2021-05-05,2,5,2021,5,2,1.0,0,0,1224560,14723,Namangan,10513.94,10529.51,-0.001479
2021-05-06,3,5,2021,6,2,1.0,0,0,1212477,15336,Tashkent,10501.22,10515.04,-0.001314
2021-05-07,4,5,2021,7,2,1.0,0,0,1278973,15957,Namangan,10493.48,10509.11,-0.001487
2021-05-08,5,5,2021,8,2,1.0,0,0,958322,13905,Tashkent,10493.48,10509.11,-0.001487
2021-05-09,6,5,2021,9,2,1.0,0,0,1005633,14438,Namangan,10493.48,10509.11,-0.001487
2021-05-10,0,5,2021,10,2,1.0,1,0,1547841,14779,Tashkent,10511.84,10523.0,-0.001061
2021-05-11,1,5,2021,11,2,1.0,0,0,1183209,14386,Tashkent,10529.73,10522.5,0.000687
2021-05-12,2,5,2021,12,2,1.0,0,0,1338683,16404,Samarkand,10542.66,10513.94,0.002732
2021-05-13,3,5,2021,13,2,0.0,0,0,1536769,14335,Andijan,10542.66,10501.22,0.003946
2021-05-14,4,5,2021,14,2,0.0,0,0,1399819,14579,Tashkent,10542.66,10493.48,0.004687
2021-05-15,5,5,2021,15,2,0.0,0,0,1102873,15191,Tashkent,10542.66,10493.48,0.004687
2021-05-16,6,5,2021,16,2,0.0,0,0,1134019,14069,Namangan,10542.66,10493.48,0.004687
2021-05-17,0,5,2021,17,2,0.0,0,0,1457903,14717,Tashkent,10550.84,10511.84,0.00371
2021-05-18,1,5,2021,18,2,0.0,0,0,1477809,15291,Tashkent,10566.11,10529.73,0.003455
2021-05-19,2,5,2021,19,2,0.0,0,0,1556981,14775,Tashkent,10577.0,10542.66,0.003257
2021-05-20,3,5,2021,20,2,0.0,0,0,1432121,14970,Tashkent,10586.0,10542.66,0.004111
2021-05-21,4,5,2021,21,2,0.0,0,0,1397461,14625,Andijan,10597.75,10542.66,0.005225
2021-05-22,5,5,2021,22,2,0.0,0,0,1064755,13840,Fergana,10597.75,10542.66,0.005225
2021-05-23,6,5,2021,23,2,0.0,0,0,1094913,15312,Samarkand,10597.75,10542.66,0.005225
2021-05-24,0,5,2021,24,2,0.0,0,0,1445324,16462,Andijan,10578.28,10550.84,0.002601
2021-05-25,1,5,2021,25,2,0.0,1,0,1893986,15077,Samarkand,10596.76,10566.11,0.002901
2021-05-26,2,5,2021,26,2,0.0,0,0,1419689,15246,Tashkent,10601.54,10577.0,0.00232
2021-05-27,3,5,2021,27,2,0.0,0,0,1463925,15623,Tashkent,10609.91,10586.0,0.002259
2021-05-28,4,5,2021,28,2,0.0,0,0,1451217,14057,Tashkent,10589.03,10597.75,-0.000823
2021-05-29,5,5,2021,29,2,0.0,0,0,1187546,16438,Tashkent,10589.03,10597.75,-0.000823
2021-05-30,6,5,2021,30,2,0.0,0,0,1249305,15241,Andijan,10589.03,10597.75,-0.000823
2021-05-31,0,5,2021,31,2,0.0,0,0,1424964,16388,Fergana,10580.65,10578.28,0.000224
2021-06-01,1,6,2021,1,2,0.0,0,0,1358561,14500,Tashkent,10568.21,10596.76,-0.002694
2021-06-02,2,6,2021,2,2,0.0,0,0,1444792,16544,Samarkand,10559.82,10601.54,-0.003935
2021-06-03,3,6,2021,3,2,0.0,0,0,1425907,15714,Fergana,10550.74,10609.91,-0.005577
2021-06-04,4,6,2021,4,2,0.0,0,0,1491847,15539,Andijan,10539.2,10589.03,-0.004706
2021-06-05,5,6,2021,5,2,0.0,0,0,1109850,15288,Namangan,10539.2,10589.03,-0.004706
2021-06-06,6,6,2021,6,2,0.0,0,0,1069841,14905,Samarkand,10539.2,10589.03,-0.004706
2021-06-07,0,6,2021,7,2,0.0,0,0,1425681,16068,Fergana,10547.56,10580.65,-0.003127
2021-06-08,1,6,2021,8,2,0.0,0,0,1455778,15223,Samarkand,10532.12,10568.21,-0.003415
2021-06-09,2,6,2021,9,2,0.0,0,0,1440932,13541,Samarkand,10554.96,10559.82,-0.00046
2021-06-10,3,6,2021,10,2,0.0,1,0,1738090,14224,Tashkent,10571.4,10550.74,0.001958
2021-06-11,4,6,2021,11,2,0.0,0,0,1457146,14973,Tashkent,10588.01,10539.2,0.004631
2021-06-12,5,6,2021,12,2,0.0,0,0,1142019,15373,Samarkand,10588.01,10539.2,0.004631
2021-06-13,6,6,2021,13,2,0.0,0,0,1152287,15083,Tashkent,10588.01,10539.2,0.004631
2021-06-14,0,6,2021,14,2,0.0,0,0,1437442,16107,Tashkent,10597.04,10547.56,0.004691
2021-06-15,1,6,2021,15,2,0.0,0,0,1392904,13575,Fergana,10609.0,10532.12,0.0073
2021-06-16,2,6,2021,16,2,0.0,0,0,1411706,15254,Tashkent,10616.02,10554.96,0.005785
2021-06-17,3,6,2021,17,2,0.0,0,0,1472453,13688,Samarkand,10590.46,10571.4,0.001803
2021-06-18,4,6,2021,18,2,0.0,0,0,1359918,15754,Samarkand,10581.03,10588.01,-0.000659
2021-06-19,5,6,2021,19,2,0.0,0,0,1113686,15074,Andijan,10581.03,10588.01,-0.000659
2021-06-20,6,6,2021,20,2,0.0,0,0,1081153,15489,Samarkand,10581.03,10588.01,-0.000659
2021-06-21,0,6,2021,21,2,0.0,0,0,1411068,14465,Tashkent,10567.6,10597.04,-0.002778
2021-06-22,1,6,2021,22,2,0.0,0,0,1482784,16184,Samarkand,10586.85,10609.0,-0.002088
2021-06-23,2,6,2021,23,2,0.0,0,0,1422638,15997,Namangan,10581.36,10616.02,-0.003265
2021-06-24,3,6,2021,24,2,0.0,0,0,1415671,15634,Andijan,10571.88,10590.46,-0.001754
2021-06-25,4,6,2021,25,2,0.0,1,0,1631532,15067,Tashkent,10564.96,10581.03,-0.001519
2021-06-26,5,6,2021,26,2,0.0,0,0,1137007,15638,Tashkent,10564.96,10581.03,-0.001519
2021-06-27,6,6,2021,27,2,0.0,0,0,1133520,14612,Andijan,10564.96,10581.03,-0.001519
2021-06-28,0,6,2021,28,2,0.0,0,0,1540546,15865,Tashkent,10576.0,10567.6,0.000795
2021-06-29,1,6,2021,29,2,0.0,0,0,1401594,16504,Samarkand,10586.83,10586.85,-2e-06
2021-06-30,2,6,2021,30,2,0.0,0,0,1432721,16044,Tashkent,10605.3,10581.36,0.002262
2021-07-01,3,7,2021,1,3,0.0,0,0,1420858,14608,Tashkent,10591.0,10571.88,0.001809
2021-07-02,4,7,2021,2,3,0.0,0,0,1496864,15484,Tashkent,10587.59,10564.96,0.002142
2021-07-03,5,7,2021,3,3,0.0,0,0,1095000,14164,Tashkent,10587.59,10564.96,0.002142
2021-07-04,6,7,2021,4,3,0.0,0,0,1112403,15660,Fergana,10587.59,10564.96,0.002142
2021-07-05,0,7,2021,5,3,0.0,0,0,1445941,15566,Andijan,10613.54,10576.0,0.00355
2021-07-06,1,7,2021,6,3,0.0,0,0,1423362,13713,Tashkent,10593.6,10586.83,0.000639
2021-07-07,2,7,2021,7,3,0.0,0,0,1388767,14283,Namangan,10602.56,10605.3,-0.000258
2021-07-08,3,7,2021,8,3,0.0,0,0,1426207,14989,Tashkent,10625.04,10591.0,0.003214
2021-07-09,4,7,2021,9,3,0.0,0,0,1477252,14979,Samarkand,10630.75,10587.59,0.004076
2021-07-10,5,7,2021,10,3,0.0,1,0,1293623,14255,Tashkent,10630.75,10587.59,0.004076
2021-07-11,6,7,2021,11,3,0.0,0,0,1112576,15538,Andijan,10630.75,10587.59,0.004076
2021-07-12,0,7,2021,12,3,0.0,0,0,1380272,15431,Fergana,10621.49,10613.54,0.000749
2021-07-13,1,7,2021,13,3,0.0,0,0,1489186,15078,Fergana,10637.0,10593.6,0.004097
2021-07-14,2,7,2021,14,3,0.0,0,0,1335789,14632,Namangan,10649.09,10602.56,0.004389
2021-07-15,3,7,2021,15,3,0.0,0,0,1391837,16079,Samarkand,10660.0,10625.04,0.00329
2021-07-16,4,7,2021,16,3,0.0,0,0,1446376,16568,Andijan,10650.66,10630.75,0.001873
2021-07-17,5,7,2021,17,3,0.0,0,0,1182005,14861,Fergana,10625.97,10630.75,-0.00045
2021-07-18,6,7,2021,18,3,0.0,0,0,1110366,14761,Andijan,10625.97,10630.75,-0.00045
2021-07-19,0,7,2021,19,3,0.0,0,0,1396790,15647,Samarkand,10611.38,10621.49,-0.000952
2021-07-20,1,7,2021,20,3,0.0,0,0,1537311,14972,Tashkent,10611.38,10637.0,-0.002409
2021-07-21,2,7,2021,21,3,0.0,0,0,1348064,15150,Samarkand,10611.38,10649.09,-0.003541
2021-07-22,3,7,2021,22,3,0.0,0,0,1306200,15857,Tashkent,10611.38,10660.0,-0.004561
2021-07-23,4,7,2021,23,3,0.0,0,0,1458608,13741,Samarkand,10598.66,10650.66,-0.004882
2021-07-24,5,7,2021,24,3,0.0,0,0,1096515,16327,Samarkand,10615.49,10625.97,-0.000986
2021-07-25,6,7,2021,25,3,0.0,1,0,1310511,15334,Samarkand,10615.49,10625.97,-0.000986
2021-07-26,0,7,2021,26,3,0.0,0,0,1477757,14950,Tashkent,10634.36,10611.38,0.002166
2021-07-27,1,7,2021,27,3,0.0,0,0,1452287,15211,Tashkent,10657.35,10611.38,0.004332
2021-07-28,2,7,2021,28,3,0.0,0,0,1407005,15256,Samarkand,10670.0,10611.38,0.005524
2021-07-29,3,7,2021,29,3,0.0,0,0,1366927,13905,Andijan,10648.03,10611.38,0.003454
2021-07-30,4,7,2021,30,3,0.0,0,0,1492255,16489,Tashkent,10625.0,10598.66,0.002485
2021-07-31,5,7,2021,31,3,0.0,0,0,1154941,15330,Tashkent,10625.0,10615.49,0.000896
2021-08-01,6,8,2021,1,3,0.0,0,0,1168909,15654,Fergana,10625.0,10615.49,0.000896
2021-08-02,0,8,2021,2,3,0.0,0,0,1617080,16065,Samarkand,10642.43,10634.36,0.000759
2021-08-03,1,8,2021,3,3,0.0,0,0,1442620,14490,Tashkent,10654.0,10657.35,-0.000314
2021-08-04,2,8,2021,4,3,0.0,0,0,1416367,15689,Tashkent,10646.98,10670.0,-0.002157
2021-08-05,3,8,2021,5,3,0.0,0,0,1467911,15100,Tashkent,10635.0,10648.03,-0.001224
2021-08-06,4,8,2021,6,3,0.0,0,0,1508223,15995,Andijan,10618.18,10625.0,-0.000642
2021-08-07,5,8,2021,7,3,0.0,0,0,1191046,13619,Tashkent,10618.18,10625.0,-0.000642
2021-08-08,6,8,2021,8,3,0.0,0,0,1169176,15245,Tashkent,10618.18,10625.0,-0.000642
2021-08-09,0,8,2021,9,3,0.0,0,0,1536168,14846,Tashkent,10639.79,10642.43,-0.000248
2021-08-10,1,8,2021,10,3,0.0,1,0,1757074,15677,Tashkent,10628.0,10654.0,-0.00244
2021-08-11,2,8,2021,11,3,0.0,0,0,1605045,15711,Fergana,10651.0,10646.98,0.000378
2021-08-12,3,8,2021,12,3,0.0,0,0,1513713,14772,Tashkent,10660.03,10635.0,0.002354
2021-08-13,4,8,2021,13,3,0.0,0,0,1587926,14772,Tashkent,10672.0,10618.18,0.005069
2021-08-14,5,8,2021,14,3,0.0,0,0,1202871,15257,Samarkand,10672.0,10618.18,0.005069
2021-08-15,6,8,2021,15,3,0.0,0,0,1209311,14632,Tashkent,10672.0,10618.18,0.005069
2021-08-16,0,8,2021,16,3,0.0,0,0,1558606,16026,Tashkent,10683.0,10639.79,0.004061
2021-08-17,1,8,2021,17,3,0.0,0,0,1552485,15061,Namangan,10660.0,10628.0,0.003011
2021-08-18,2,8,2021,18,3,0.0,0,0,1565713,13034,Fergana,10652.31,10651.0,0.000123
2021-08-19,3,8,2021,19,3,0.0,0,0,1608992,15063,Andijan,10644.0,10660.03,-0.001504
2021-08-20,4,8,2021,20,3,0.0,0,0,1541086,14536,Namangan,10632.0,10672.0,-0.003748
2021-08-21,5,8,2021,21,3,0.0,0,0,1227539,14065,Fergana,10632.0,10672.0,-0.003748
2021-08-22,6,8,2021,22,3,0.0,0,0,1190412,14384,Tashkent,10632.0,10672.0,-0.003748
2021-08-23,0,8,2021,23,3,0.0,0,0,1621276,15465,Fergana,10640.6,10683.0,-0.003969
2021-08-24,1,8,2021,24,3,0.0,0,0,1492763,16443,Namangan,10641.14,10660.0,-0.001769
2021-08-25,2,8,2021,25,3,0.0,1,0,2008361,15635,Fergana,10634.35,10652.31,-0.001686
2021-08-26,3,8,2021,26,3,0.0,0,0,1534415,14902,Samarkand,10654.01,10644.0,0.00094
2021-08-27,4,8,2021,27,3,0.0,0,0,1450159,15756,Tashkent,10640.74,10632.0,0.000822
2021-08-28,5,8,2021,28,3,0.0,0,0,1206962,15027,Namangan,10640.74,10632.0,0.000822
2021-08-29,6,8,2021,29,3,0.0,0,0,1169090,14842,Fergana,10640.74,10632.0,0.000822
2021-08-30,0,8,2021,30,3,0.0,0,0,1593973,14478,Andijan,10651.89,10640.6,0.001061
2021-08-31,1,8,2021,31,3,0.0,0,0,1503139,14004,Tashkent,10653.18,10641.14,0.001131
2021-09-01,2,9,2021,1,3,0.0,0,0,1593031,15097,Tashkent,10653.18,10634.35,0.001771
2021-09-02,3,9,2021,2,3,0.0,0,0,1500663,15538,Tashkent,10653.18,10654.01,-7.8e-05
2021-09-03,4,9,2021,3,3,0.0,0,0,1595344,15338,Fergana,10653.18,10640.74,0.001169
2021-09-04,5,9,2021,4,3,0.0,0,0,1145399,15086,Tashkent,10653.18,10640.74,0.001169
2021-09-05,6,9,2021,5,3,0.0,0,0,1189025,14666,Tashkent,10653.18,10640.74,0.001169
2021-09-06,0,9,2021,6,3,0.0,0,0,1678433,15913,Andijan,10671.0,10651.89,0.001794
2021-09-07,1,9,2021,7,3,0.0,0,0,1681515,14376,Tashkent,10685.07,10653.18,0.002993
2021-09-08,2,9,2021,8,3,0.0,0,0,1659427,16054,Namangan,10695.23,10653.18,0.003947
2021-09-09,3,9,2021,9,3,0.0,0,0,1569882,14635,Tashkent,10682.86,10653.18,0.002786
2021-09-10,4,9,2021,10,3,0.0,1,0,1990206,14838,Namangan,10668.09,10653.18,0.0014
2021-09-11,5,9,2021,11,3,0.0,0,0,1275760,14270,Samarkand,10668.09,10653.18,0.0014
2021-09-12,6,9,2021,12,3,0.0,0,0,1217858,15046,Andijan,10668.09,10653.18,0.0014
2021-09-13,0,9,2021,13,3,0.0,0,0,1737148,16231,Andijan,10655.91,10671.0,-0.001414
2021-09-14,1,9,2021,14,3,0.0,0,0,1697557,15867,Tashkent,10651.69,10685.07,-0.003124
2021-09-15,2,9,2021,15,3,0.0,0,0,1626889,16240,Tashkent,10686.62,10695.23,-0.000805
2021-09-16,3,9,2021,16,3,0.0,0,0,1644559,15879,Tashkent,10706.0,10682.86,0.002166
2021-09-17,4,9,2021,17,3,0.0,0,0,1657894,14582,Fergana,10681.06,10668.09,0.001216
2021-09-18,5,9,2021,18,3,0.0,0,0,1178730,15203,Namangan,10681.06,10668.09,0.001216
2021-09-19,6,9,2021,19,3,0.0,0,0,1271948,14847,Samarkand,10681.06,10668.09,0.001216
2021-09-20,0,9,2021,20,3,0.0,0,0,1603420,16539,Samarkand,10674.08,10655.91,0.001705
2021-09-21,1,9,2021,21,3,0.0,0,0,1583690,14521,Tashkent,10686.7,10651.69,0.003287
2021-09-22,2,9,2021,22,3,0.0,0,0,1632626,16197,Namangan,10688.1,10686.62,0.000138
2021-09-23,3,9,2021,23,3,0.0,0,0,1771430,16200,Andijan,10679.05,10706.0,-0.002517
2021-09-24,4,9,2021,24,3,0.0,0,0,1696399,16953,Tashkent,10670.0,10681.06,-0.001035
2021-09-25,5,9,2021,25,3,0.0,1,0,1539295,15165,Samarkand,10670.0,10681.06,-0.001035
2021-09-26,6,9,2021,26,3,0.0,0,0,1321914,16066,Tashkent,10670.0,10681.06,-0.001035
2021-09-27,0,9,2021,27,3,0.0,0,0,1751042,17325,Samarkand,10650.06,10674.08,-0.00225
2021-09-28,1,9,2021,28,3,0.0,0,0,1721016,15009,Samarkand,10665.73,10686.7,-0.001962
2021-09-29,2,9,2021,29,3,0.0,0,0,1665008,14278,Tashkent,10675.61,10688.1,-0.001169
2021-09-30,3,9,2021,30,3,0.0,0,0,1619438,14006,Tashkent,10691.91,10679.05,0.001204
2021-10-01,4,10,2021,1,4,0.0,0,0,1759209,16084,Tashkent,10691.91,10670.0,0.002053
2021-10-02,5,10,2021,2,4,0.0,0,0,1357064,14010,Samarkand,10691.91,10670.0,0.002053
2021-10-03,6,10,2021,3,4,0.0,0,0,1385053,15223,Samarkand,10691.91,10670.0,0.002053
2021-10-04,0,10,2021,4,4,0.0,0,0,1759373,15874,Tashkent,10692.0,10650.06,0.003938
2021-10-05,1,10,2021,5,4,0.0,0,0,1789333,15676,Fergana,10677.66,10665.73,0.001119
2021-10-06,2,10,2021,6,4,0.0,0,0,1681904,15871,Fergana,10688.06,10675.61,0.001166
2021-10-07,3,10,2021,7,4,0.0,0,0,1810807,15712,Tashkent,10671.04,10691.91,-0.001952
2021-10-08,4,10,2021,8,4,0.0,0,0,1735232,16561,Tashkent,10677.89,10691.91,-0.001311
2021-10-09,5,10,2021,9,4,0.0,0,0,1455575,14780,Fergana,10677.89,10691.91,-0.001311
2021-10-10,6,10,2021,10,4,0.0,1,0,1595844,15003,Andijan,10677.89,10691.91,-0.001311
2021-10-11,0,10,2021,11,4,0.0,0,0,1845872,14930,Tashkent,10680.37,10692.0,-0.001088
2021-10-12,1,10,2021,12,4,0.0,0,0,1741163,16216,Tashkent,10666.0,10677.66,-0.001092
2021-10-13,2,10,2021,13,4,0.0,0,0,1683906,16276,Tashkent,10684.01,10688.06,-0.000379
2021-10-14,3,10,2021,14,4,0.0,0,0,1696934,15920,Samarkand,10700.03,10671.04,0.002717
2021-10-15,4,10,2021,15,4,0.0,0,0,1709706,16509,Tashkent,10710.63,10677.89,0.003066
2021-10-16,5,10,2021,16,4,0.0,0,0,1374969,14624,Tashkent,10710.63,10677.89,0.003066
2021-10-17,6,10,2021,17,4,0.0,0,0,1381479,16903,Fergana,10710.63,10677.89,0.003066
2021-10-18,0,10,2021,18,4,0.0,0,0,1696475,16792,Samarkand,10705.0,10680.37,0.002306
2021-10-19,1,10,2021,19,4,0.0,0,0,1736104,16165,Tashkent,10700.64,10666.0,0.003248
2021-10-20,2,10,2021,20,4,0.0,0,0,1888315,17005,Tashkent,10702.31,10684.01,0.001713
2021-10-21,3,10,2021,21,4,0.0,0,0,1861043,14258,Samarkand,10682.01,10700.03,-0.001684
2021-10-22,4,10,2021,22,4,0.0,0,0,1772641,15167,Tashkent,10692.0,10710.63,-0.001739
2021-10-23,5,10,2021,23,4,0.0,0,0,1362165,15002,Tashkent,10692.0,10710.63,-0.001739
2021-10-24,6,10,2021,24,4,0.0,0,0,1367790,16171,Namangan,10692.0,10710.63,-0.001739
2021-10-25,0,10,2021,25,4,0.0,1,0,2183248,14757,Tashkent,10703.02,10705.0,-0.000185
2021-10-26,1,10,2021,26,4,0.0,0,0,1676647,16207,Fergana,10695.0,10700.64,-0.000527
2021-10-27,2,10,2021,27,4,0.0,0,0,1731641,16701,Andijan,10683.68,10702.31,-0.001741
2021-10-28,3,10,2021,28,4,0.0,0,0,1634265,16164,Tashkent,10676.0,10682.01,-0.000563
2021-10-29,4,10,2021,29,4,0.0,0,0,1780619,15839,Tashkent,10683.0,10692.0,-0.000842
2021-10-30,5,10,2021,30,4,0.0,0,0,1403635,14825,Samarkand,10683.0,10692.0,-0.000842
2021-10-31,6,10,2021,31,4,0.0,0,0,1342912,14941,Namangan,10683.0,10692.0,-0.000842
2021-11-01,0,11,2021,1,4,0.0,0,0,1902320,16622,Andijan,10674.21,10703.02,-0.002692
2021-11-02,1,11,2021,2,4,0.0,0,0,1703345,16249,Fergana,10690.08,10695.0,-0.00046
2021-11-03,2,11,2021,3,4,0.0,0,0,1687683,15598,Tashkent,10712.0,10683.68,0.002651
2021-11-04,3,11,2021,4,4,0.0,0,0,1810323,15298,Fergana,10695.06,10676.0,0.001785
2021-11-05,4,11,2021,5,4,0.0,0,0,1870953,14015,Tashkent,10680.4,10683.0,-0.000243
